loc_rowid,hostname,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_mass,st_dist
12600,Kepler-1550,1,Transit,225.582809,0.7333,,6184,1.03,1179.01
12601,Kepler-1551,1,Transit,24.4973698,,,6136,1.14,1463.72
12602,Kepler-1551,1,Transit,24.49731396,,,6256.78,1.22,1463.72
12603,Kepler-1551,1,Transit,24.49722314,,,6256.78,1.22,1463.72
12604,Kepler-1551,1,Transit,,,,6394,,1463.72
12605,Kepler-1551,1,Transit,24.4973698,0.1766,,6362,1.22,1463.72
12606,Kepler-1551,1,Transit,24.4973698,0.1766,,6362,1.22,1463.72
12607,Kepler-1551,1,Transit,24.4973698,0.1766,,6362,1.22,1463.72
12608,Kepler-1551,1,Transit,24.4972683,,,6256.78,1.22,1463.72
12609,Kepler-1551,1,Transit,24.4972683,0.1772,,6392,1.23,1463.72
12610,Kepler-1552,1,Transit,,,,5271,,769.096
12611,Kepler-1552,1,Transit,184.77271,0.6045,,5273,0.86,769.096
12612,Kepler-1552,1,Transit,184.77271,,,4871.52,0.79,769.096
12613,Kepler-1552,1,Transit,184.771853,0.568,,5220,0.71,769.096
12614,Kepler-1552,1,Transit,184.771853,,,5202,0.85,769.096
12615,Kepler-1552,1,Transit,184.771853,0.568,,5220,0.71,769.096
12616,Kepler-1552,1,Transit,184.7702826,,,4871.52,0.79,769.096
12617,Kepler-1552,1,Transit,184.771853,0.568,,5220,0.71,769.096
12618,Kepler-1553,1,Transit,4.24261881,,,5288,0.85,692.594
12619,Kepler-1553,1,Transit,4.24261881,0.0489,,5328,0.88,692.594
12620,Kepler-1553,1,Transit,4.24261881,0.0489,,5328,0.88,692.594
12621,Kepler-1553,1,Transit,4.24261651,,,5245.96,0.9,692.594
12622,Kepler-1553,1,Transit,4.24261881,0.0489,,5328,0.88,692.594
12623,Kepler-1553,1,Transit,4.24263096,0.0481,,5072,0.82,692.594
12624,Kepler-1553,1,Transit,,,,5073,,692.594
12625,Kepler-1553,1,Transit,4.24263096,,,5245.96,0.9,692.594
12626,Kepler-1554,1,Transit,198.088774,0.6259,,5462,0.83,946.847
12627,Kepler-1554,1,Transit,198.088873,0.6314,,5275,0.85,946.847
12628,Kepler-1554,1,Transit,198.0867047,,,5204,0.88,946.847
12629,Kepler-1554,1,Transit,198.088873,,,5204,0.88,946.847
12630,Kepler-1554,1,Transit,198.088774,0.6259,,5462,0.83,946.847
12631,Kepler-1554,1,Transit,198.088774,,,5297,0.84,946.847
12632,Kepler-1554,1,Transit,198.0875642,,,5204,0.88,946.847
12633,Kepler-1554,1,Transit,198.088774,0.6259,,5462,0.83,946.847
12634,Kepler-1554,1,Transit,,,,5121,,946.847
12635,Kepler-1555,1,Transit,8.10503551,0.0805,,6201,1.06,2013.27
12636,Kepler-1555,1,Transit,8.10503551,,,5845,1.05,2013.27
12637,Kepler-1555,1,Transit,8.10488985,,,5845,1.05,2013.27
12638,Kepler-1555,1,Transit,8.10501635,,,5866,1.04,2013.27
12639,Kepler-1555,1,Transit,8.10501635,0.081,,6208,1.07,2013.27
12640,Kepler-1555,1,Transit,,,,6210,,2013.27
12641,Kepler-1555,1,Transit,8.10501635,0.081,,6208,1.07,2013.27
12642,Kepler-1555,1,Transit,8.10501635,0.081,,6208,1.07,2013.27
12643,Kepler-1556,1,Transit,8.82715903,,,5566.78,0.98,944.54
12644,Kepler-1556,1,Transit,8.8271987,,,5566.78,0.98,944.54
12645,Kepler-1556,1,Transit,8.82715783,,,5566.78,0.98,944.54
12646,Kepler-1556,1,Transit,8.82713457,0.082,,5812,0.94,944.54
12647,Kepler-1556,1,Transit,8.82715783,0.0829,,5550,0.97,944.54
12648,Kepler-1556,1,Transit,8.82713457,0.082,,5812,0.94,944.54
12649,Kepler-1556,1,Transit,,,,5550,,944.54
12650,Kepler-1556,1,Transit,8.82713457,,,5608,0.97,944.54
12651,Kepler-1556,1,Transit,8.82713457,0.082,,5812,0.94,944.54
12652,Kepler-1557,1,Transit,3.74031708,0.049,,6260,1.12,1380.16
12653,Kepler-1557,1,Transit,3.74031708,,,5904.54,1.07,1380.16
12654,Kepler-1557,1,Transit,3.74032496,0.0486,,6225,1.09,1380.16
12655,Kepler-1557,1,Transit,3.74032496,0.0486,,6225,1.09,1380.16
12656,Kepler-1557,1,Transit,3.74032496,0.0486,,6225,1.09,1380.16
12657,Kepler-1557,1,Transit,3.74032511,,,5904.54,1.07,1380.16
12658,Kepler-1557,1,Transit,3.74032496,,,6099,1.11,1380.16
12659,Kepler-1557,1,Transit,,,,6267,,1380.16
12660,Kepler-1558,1,Transit,,,,5092,,325.737
12661,Kepler-1558,1,Transit,3.50470358,0.0419,,5115,0.8,325.737
12662,Kepler-1558,1,Transit,3.50472344,,,5001.44,0.83,325.737
12663,Kepler-1558,1,Transit,3.50470358,0.0419,,5115,0.8,325.737
12664,Kepler-1558,1,Transit,3.50472344,0.0419,,5115,0.8,325.737
12665,Kepler-1558,1,Transit,3.50469993,,,5001.44,0.83,325.737
12666,Kepler-1558,1,Transit,3.50470358,0.0419,,5115,0.8,325.737
12667,Kepler-1558,1,Transit,3.50470358,,,5101,0.83,325.737
12668,Kepler-1559,1,Transit,,,,5224,,614.827
12669,Kepler-1559,1,Transit,0.97191596,0.018,,5196,0.83,614.827
12670,Kepler-1559,1,Transit,0.97191543,0.0187,,5406,0.93,614.827
12671,Kepler-1559,1,Transit,0.97191543,,,5316,0.86,614.827
12672,Kepler-1559,1,Transit,0.9719169,,,5216.81,0.89,614.827
12673,Kepler-1559,1,Transit,0.97191543,0.0187,,5406,0.93,614.827
12674,Kepler-1559,1,Transit,0.97191543,0.0187,,5406,0.93,614.827
12675,Kepler-1559,1,Transit,0.97191596,,,5216.81,0.89,614.827
12676,Kepler-156,2,Transit,4.97345141,0.053,,5075,0.8,443.483
12677,Kepler-156,2,Transit,4.97345525,,,5039.78,0.84,443.483
12678,Kepler-156,2,Transit,,,,5078,,443.483
12679,Kepler-156,2,Transit,4.973456,0.054,,5094,,443.483
12680,Kepler-156,2,Transit,4.97345525,0.0536,,5097,0.83,443.483
12681,Kepler-156,2,Transit,4.97344827,,,5039.78,0.84,443.483
12682,Kepler-156,2,Transit,4.973455,0.052,,5031,0.74,443.483
12683,Kepler-156,2,Transit,4.97345147,,,5039.78,0.84,443.483
12684,Kepler-156,2,Transit,4.97345141,0.053,,5075,0.8,443.483
12685,Kepler-156,2,Transit,4.97345141,0.053,,5075,0.8,443.483
12686,Kepler-156,2,Transit,4.97345141,,,5106,0.84,443.483
12687,Kepler-156,2,Transit,15.90688891,0.1164,,5097,0.83,443.483
12688,Kepler-156,2,Transit,15.90693119,,,5039.78,0.84,443.483
12689,Kepler-156,2,Transit,15.906811,0.112,,5031,0.74,443.483
12690,Kepler-156,2,Transit,15.90686437,,,5106,0.84,443.483
12691,Kepler-156,2,Transit,15.90686437,0.115,,5075,0.8,443.483
12692,Kepler-156,2,Transit,15.90686437,0.115,,5075,0.8,443.483
12693,Kepler-156,2,Transit,,,,5078,,443.483
12694,Kepler-156,2,Transit,15.90688891,,,5039.78,0.84,443.483
12695,Kepler-156,2,Transit,15.906801,0.117,,5094,,443.483
12696,Kepler-156,2,Transit,15.90687787,,,5039.78,0.84,443.483
12697,Kepler-156,2,Transit,15.90686437,0.115,,5075,0.8,443.483
12698,Kepler-1560,1,Transit,3.03195744,0.0397,,5755,0.91,502.497
12699,Kepler-1560,1,Transit,3.03195744,0.0397,,5755,0.91,502.497
12700,Kepler-1560,1,Transit,3.03195744,0.0397,,5755,0.91,502.497
12701,Kepler-1560,1,Transit,3.03196658,,,5658.26,1,502.497
12702,Kepler-1560,1,Transit,3.03196812,,,5658.26,1,502.497
12703,Kepler-1560,1,Transit,,,,5767,,502.497
12704,Kepler-1560,1,Transit,3.03196812,0.0397,,5755,0.91,502.497
12705,Kepler-1560,1,Transit,3.03195744,,,5815,1.02,502.497
12706,Kepler-1561,1,Transit,1.00520701,0.0194,,5717,0.96,839.076
12707,Kepler-1561,1,Transit,1.00520589,,,5692,1.01,839.076
12708,Kepler-1561,1,Transit,1.00520701,0.0194,,5717,0.96,839.076
12709,Kepler-1561,1,Transit,1.00520779,,,5692,1.01,839.076
12710,Kepler-1561,1,Transit,,,,5725,,839.076
12711,Kepler-1561,1,Transit,1.00520589,0.0194,,5718,0.96,839.076
12712,Kepler-1561,1,Transit,1.00520701,,,5957,1.07,839.076
12713,Kepler-1561,1,Transit,1.00520701,0.0194,,5717,0.96,839.076
12714,Kepler-1562,1,Transit,64.2737752,0.3337,,6362,1.2,2060.72
12715,Kepler-1562,1,Transit,64.2729088,,,5771.76,1.03,2060.72
12716,Kepler-1562,1,Transit,64.2737752,,,5760,1.02,2060.72
12717,Kepler-1562,1,Transit,64.2729088,0.3308,,6341,1.17,2060.72
12718,Kepler-1562,1,Transit,64.26693899,,,5771.76,1.03,2060.72
12719,Kepler-1562,1,Transit,64.2737752,0.3337,,6362,1.2,2060.72
12720,Kepler-1562,1,Transit,64.2737752,0.3337,,6362,1.2,2060.72
12721,Kepler-1562,1,Transit,,,,6345,,2060.72
12722,Kepler-1562,1,Transit,64.27386328,,,5771.76,1.03,2060.72
12723,Kepler-1563,1,Transit,3.4327371,,,5599.01,,616.697
12724,Kepler-1563,1,Transit,3.43276598,0.0442,,5757,0.97,616.697
12725,Kepler-1563,1,Transit,3.43276598,,,5765,1,616.697
12726,Kepler-1563,1,Transit,3.43276598,0.0442,,5757,0.97,616.697
12727,Kepler-1563,1,Transit,3.43275373,,,5599.01,,616.697
12728,Kepler-1563,1,Transit,3.43276598,0.0442,,5757,0.97,616.697
12729,Kepler-1563,1,Transit,3.4327371,0.0442,,5757,0.97,616.697
12730,Kepler-1564,1,Transit,18.0540381,,,5528,0.93,908.805
12731,Kepler-1564,1,Transit,18.0541469,,,5435,0.95,908.805
12732,Kepler-1564,1,Transit,,,,5504,,908.805
12733,Kepler-1564,1,Transit,18.0540381,0.1326,,5576,0.95,908.805
12734,Kepler-1564,1,Transit,18.05375946,,,5435,0.95,908.805
12735,Kepler-1564,1,Transit,18.0540381,0.1326,,5576,0.95,908.805
12736,Kepler-1564,1,Transit,18.0540381,0.1326,,5576,0.95,908.805
12737,Kepler-1564,1,Transit,18.0541469,0.1327,,5505,0.95,908.805
12738,Kepler-1564,1,Transit,18.05369046,,,5435,0.95,908.805
12739,Kepler-1565,1,Transit,1.53818844,,,4940,0.76,629.93
12740,Kepler-1565,1,Transit,,,,5113,,629.93
12741,Kepler-1565,1,Transit,1.53818844,0.024,,5112,0.78,629.93
12742,Kepler-1565,1,Transit,1.53818532,0.0241,,5107,0.79,629.93
12743,Kepler-1565,1,Transit,1.53818532,,,4872,0.79,629.93
12744,Kepler-1565,1,Transit,1.53818844,0.024,,5112,0.78,629.93
12745,Kepler-1565,1,Transit,1.53818844,0.024,,5112,0.78,629.93
12746,Kepler-1565,1,Transit,1.53818174,,,4872,0.79,629.93
12747,Kepler-1566,1,Transit,0.53991568,,,5068,0.85,466.586
12748,Kepler-1566,1,Transit,0.53991503,0.0121,,5102,0.81,466.586
12749,Kepler-1566,1,Transit,0.53991524,0.0118,,5166,0.75,466.586
12750,Kepler-1566,1,Transit,0.53991524,,,5254,0.84,466.586
12751,Kepler-1566,1,Transit,,,,5109,,466.586
12752,Kepler-1566,1,Transit,0.53991524,0.0118,,5166,0.75,466.586
12753,Kepler-1566,1,Transit,0.53991524,0.0118,,5166,0.75,466.586
12754,Kepler-1566,1,Transit,0.53991503,,,5068,0.85,466.586
12755,Kepler-1567,1,Transit,153.979578,0.552,,5858,0.94,1206.11
12756,Kepler-1567,1,Transit,153.979362,,,5562,0.98,1206.11
12757,Kepler-1567,1,Transit,,,,5859,,1206.11
12758,Kepler-1567,1,Transit,153.979578,,,5655,0.95,1206.11
12759,Kepler-1567,1,Transit,153.979578,0.552,,5858,0.94,1206.11
12760,Kepler-1567,1,Transit,153.9879639,,,5562,0.98,1206.11
12761,Kepler-1567,1,Transit,153.9849874,,,5562,0.98,1206.11
12762,Kepler-1567,1,Transit,153.979362,0.552,,5858,0.94,1206.11
12763,Kepler-1567,1,Transit,153.979578,0.552,,5858,0.94,1206.11
12764,Kepler-1568,1,Transit,20.92498853,,,5954,1.09,916.313
12765,Kepler-1568,1,Transit,,,,5848,,916.313
12766,Kepler-1568,1,Transit,20.925392,0.1499,,5821,1.02,916.313
12767,Kepler-1568,1,Transit,20.92596372,,,5954,1.09,916.313
12768,Kepler-1568,1,Transit,20.9254083,0.1499,,5821,1.02,916.313
12769,Kepler-1568,1,Transit,20.925392,0.1499,,5821,1.02,916.313
12770,Kepler-1568,1,Transit,20.9254083,,,5954,1.09,916.313
12771,Kepler-1568,1,Transit,20.925392,0.1499,,5821,1.02,916.313
12772,Kepler-1568,1,Transit,20.925392,,,5956,1.09,916.313
12773,Kepler-1569,1,Transit,5.79179934,,,6087.94,1.14,945.454
12774,Kepler-1569,1,Transit,5.79180156,0.064,,6185,1.04,945.454
12775,Kepler-1569,1,Transit,5.79180156,,,6319,1.25,945.454
12776,Kepler-1569,1,Transit,,,,6174,,945.454
12777,Kepler-1569,1,Transit,5.79180156,0.064,,6185,1.04,945.454
12778,Kepler-1569,1,Transit,5.79180156,0.064,,6185,1.04,945.454
12779,Kepler-1569,1,Transit,5.79179934,0.0654,,6174,1.11,945.454
12780,Kepler-157,3,Transit,1.73234549,,,5866,1.02,773.713
12781,Kepler-157,3,Transit,1.7323464,,,5727.26,1.02,773.713
12782,Kepler-157,3,Transit,1.732323,0.028,,5969,1.03,773.713
12783,Kepler-157,3,Transit,,,,5791,,773.713
12784,Kepler-157,3,Transit,1.73233798,,,5727.26,1.02,773.713
12785,Kepler-157,3,Transit,1.7323464,0.0275,,5767,0.92,773.713
12786,Kepler-157,3,Transit,1.732342,0.028,,5774,,773.713
12787,Kepler-157,3,Transit,1.73234549,0.0285,,5988,1.02,773.713
12788,Kepler-157,3,Transit,1.73234549,0.0285,,5988,1.02,773.713
12789,Kepler-157,3,Transit,1.73234549,0.0285,,5988,1.02,773.713
12790,Kepler-157,3,Transit,13.54058999,,,5727.26,1.02,773.713
12791,Kepler-157,3,Transit,13.54056874,0.1121,,5988,1.02,773.713
12792,Kepler-157,3,Transit,13.5405,0.11,,5774,,773.713
12793,Kepler-157,3,Transit,13.54057461,0.1081,,5767,0.92,773.713
12794,Kepler-157,3,Transit,13.54056874,,,5866,1.02,773.713
12795,Kepler-157,3,Transit,13.5405254,,,5727.26,1.02,773.713
12796,Kepler-157,3,Transit,13.54056874,0.1121,,5988,1.02,773.713
12797,Kepler-157,3,Transit,,,,5791,,773.713
12798,Kepler-157,3,Transit,13.54056874,0.1121,,5988,1.02,773.713
12799,Kepler-157,3,Transit,13.54057461,,,5727.26,1.02,773.713
12800,Kepler-157,3,Transit,13.540407,0.112,,5969,1.03,773.713
12801,Kepler-157,3,Transit,7.02573812,,,5727.26,1.02,773.713
12802,Kepler-157,3,Transit,7.02573474,0.0724,,5988,1.02,773.713
12803,Kepler-157,3,Transit,7.0257409,0.0698,,5767,0.92,773.713
12804,Kepler-157,3,Transit,,,,5791,,773.713
12805,Kepler-157,3,Transit,7.02573474,0.0724,,5988,1.02,773.713
12806,Kepler-157,3,Transit,7.02573474,0.0724,,5988,1.02,773.713
12807,Kepler-157,3,Transit,7.02573474,,,5866,1.02,773.713
12808,Kepler-157,3,Transit,7.025763,0.072,,5969,1.03,773.713
12809,Kepler-157,3,Transit,7.0257409,,,5727.26,1.02,773.713
12810,Kepler-1570,1,Transit,26.548955,,,5550,0.92,918.995
12811,Kepler-1570,1,Transit,26.54846521,,,5586,0.99,918.995
12812,Kepler-1570,1,Transit,26.5487294,,,5586,0.99,918.995
12813,Kepler-1570,1,Transit,26.548955,0.1784,,5456,1.07,918.995
12814,Kepler-1570,1,Transit,26.5487294,0.1784,,5456,1.07,918.995
12815,Kepler-1570,1,Transit,,,,5367,,918.995
12816,Kepler-1570,1,Transit,26.54851189,,,5586,0.99,918.995
12817,Kepler-1570,1,Transit,26.548955,0.1784,,5456,1.07,918.995
12818,Kepler-1570,1,Transit,26.548955,0.1784,,5456,1.07,918.995
12819,Kepler-1571,1,Transit,3.38557445,,,5595.94,0.99,675.303
12820,Kepler-1571,1,Transit,3.38557445,0.0432,,5718,0.94,675.303
12821,Kepler-1571,1,Transit,3.38555488,0.0432,,5718,0.94,675.303
12822,Kepler-1571,1,Transit,3.38556402,,,5595.94,0.99,675.303
12823,Kepler-1571,1,Transit,,,,5638,,675.303
12824,Kepler-1571,1,Transit,3.38555488,0.0432,,5718,0.94,675.303
12825,Kepler-1571,1,Transit,3.38555488,,,6297,1.23,675.303
12826,Kepler-1571,1,Transit,3.38555488,0.0432,,5718,0.94,675.303
12827,Kepler-1572,1,Transit,5.49541291,,,5917.22,1.08,946.602
12828,Kepler-1572,1,Transit,5.49548533,,,5917.22,1.08,946.602
12829,Kepler-1572,1,Transit,5.49548621,0.0614,,6157,1.02,946.602
12830,Kepler-1572,1,Transit,5.49548621,0.0614,,6157,1.02,946.602
12831,Kepler-1572,1,Transit,,,,5819,,946.602
12832,Kepler-1572,1,Transit,5.49548621,,,5618,0.97,946.602
12833,Kepler-1572,1,Transit,5.49548621,0.0614,,6157,1.02,946.602
12834,Kepler-1572,1,Transit,5.49548533,0.0614,,6157,1.02,946.602
12835,Kepler-1573,1,Transit,2.6157554,,,5808,1.01,1455.36
12836,Kepler-1573,1,Transit,2.61575399,,,5737,1.02,1455.36
12837,Kepler-1573,1,Transit,2.6157554,0.0364,,6088,0.93,1455.36
12838,Kepler-1573,1,Transit,2.61576515,,,5737,1.02,1455.36
12839,Kepler-1573,1,Transit,2.6157554,0.0364,,6088,0.93,1455.36
12840,Kepler-1573,1,Transit,2.6157554,0.0364,,6088,0.93,1455.36
12841,Kepler-1573,1,Transit,,,,6087,,1455.36
12842,Kepler-1573,1,Transit,2.61576515,0.0364,,6088,0.93,1455.36
12843,Kepler-1574,1,Transit,6.9424927,,,5710,1.02,1384.16
12844,Kepler-1574,1,Transit,6.94245216,0.0743,,6108,1.13,1384.16
12845,Kepler-1574,1,Transit,6.9424334,0.0743,,6108,1.13,1384.16
12846,Kepler-1574,1,Transit,6.94245216,,,5710,1.02,1384.16
12847,Kepler-1574,1,Transit,6.9424334,0.0743,,6108,1.13,1384.16
12848,Kepler-1574,1,Transit,6.9424334,,,5892,1.06,1384.16
12849,Kepler-1574,1,Transit,6.9424334,0.0743,,6108,1.13,1384.16
12850,Kepler-1574,1,Transit,,,,6117,,1384.16
12851,Kepler-1575,1,Transit,2.55315299,,,5701,1.02,1246.92
12852,Kepler-1575,1,Transit,2.55315031,0.0366,,5970,1,1246.92
12853,Kepler-1575,1,Transit,,,,5988,,1246.92
12854,Kepler-1575,1,Transit,2.55314213,0.0366,,5970,1,1246.92
12855,Kepler-1575,1,Transit,2.55314213,,,5667,0.95,1246.92
12856,Kepler-1575,1,Transit,2.55315031,,,5701,1.02,1246.92
12857,Kepler-1575,1,Transit,2.55314213,0.0366,,5970,1,1246.92
12858,Kepler-1575,1,Transit,2.55314213,0.0366,,5970,1,1246.92
12859,Kepler-1576,1,Transit,6.98472143,,,5674.51,1.01,460.91
12860,Kepler-1576,1,Transit,6.98471973,0.0727,,5841,1.05,460.91
12861,Kepler-1576,1,Transit,,,,5723,,460.91
12862,Kepler-1576,1,Transit,6.98471973,,,5876,1.05,460.91
12863,Kepler-1576,1,Transit,6.98471012,,,5674.51,1.01,460.91
12864,Kepler-1576,1,Transit,6.98472143,0.0726,,5839,1.04,460.91
12865,Kepler-1576,1,Transit,6.98471973,0.0727,,5841,1.05,460.91
12866,Kepler-1576,1,Transit,6.98471973,0.0727,,5841,1.05,460.91
12867,Kepler-1577,1,Transit,6.30560247,0.0657,,4934,0.95,510.029
12868,Kepler-1577,1,Transit,6.30558387,0.0657,,4934,0.95,510.029
12869,Kepler-1577,1,Transit,6.30560247,0.0657,,4934,0.95,510.029
12870,Kepler-1577,1,Transit,6.30558387,,,4698,0.75,510.029
12871,Kepler-1577,1,Transit,6.30560247,0.0657,,4934,0.95,510.029
12872,Kepler-1577,1,Transit,,,,4932,,510.029
12873,Kepler-1577,1,Transit,6.30560247,,,4862,0.78,510.029
12874,Kepler-1577,1,Transit,6.30560241,,,4698,0.75,510.029
12875,Kepler-1578,1,Transit,1.45089312,,,5569,0.98,1064.05
12876,Kepler-1578,1,Transit,1.45088691,0.0252,,6046,1.01,1064.05
12877,Kepler-1578,1,Transit,1.45088691,,,5545,0.9,1064.05
12878,Kepler-1578,1,Transit,1.45088984,,,5569,0.98,1064.05
12879,Kepler-1578,1,Transit,1.45088984,0.0252,,6046,1.01,1064.05
12880,Kepler-1578,1,Transit,1.45088691,0.0252,,6046,1.01,1064.05
12881,Kepler-1578,1,Transit,,,,6050,,1064.05
12882,Kepler-1578,1,Transit,1.45088691,0.0252,,6046,1.01,1064.05
12883,Kepler-1579,1,Transit,0.84990673,,,,,
12884,Kepler-1579,1,Transit,0.84990937,,,,,
12885,Kepler-1579,1,Transit,0.84990789,0.014,,4294,0.5,
12886,Kepler-1579,1,Transit,0.84990789,0.014,,4294,0.5,
12887,Kepler-1579,1,Transit,0.84990673,0.014,,4296,0.5,
12888,Kepler-1579,1,Transit,0.84990789,,,4584,0.75,
12889,Kepler-1579,1,Transit,0.84990789,0.014,,4294,0.5,
12890,Kepler-158,2,Transit,16.70920628,0.1112,,4621,0.66,315.177
12891,Kepler-158,2,Transit,16.70920692,0.1112,,4621,0.66,315.177
12892,Kepler-158,2,Transit,16.70920692,0.1112,,4621,0.66,315.177
12893,Kepler-158,2,Transit,16.7092398,,,4628,0.73,315.177
12894,Kepler-158,2,Transit,16.70920692,,,4720,0.75,315.177
12895,Kepler-158,2,Transit,16.70920628,,,4628,0.73,315.177
12896,Kepler-158,2,Transit,16.709184,0.111,,4623,,315.177
12897,Kepler-158,2,Transit,,,,4618,,315.177
12898,Kepler-158,2,Transit,16.70920692,0.1112,,4621,0.66,315.177
12899,Kepler-158,2,Transit,16.70924,0.111,,4631,0.66,315.177
12900,Kepler-158,2,Transit,16.70926046,,,4628,0.73,315.177
12901,Kepler-158,2,Transit,28.551383,0.158,,4623,,315.177
12902,Kepler-158,2,Transit,28.55158187,0.1589,,4621,0.66,315.177
12903,Kepler-158,2,Transit,28.55158187,,,4628,0.73,315.177
12904,Kepler-158,2,Transit,28.55152163,,,4628,0.73,315.177
12905,Kepler-158,2,Transit,28.55156868,,,4720,0.75,315.177
12906,Kepler-158,2,Transit,28.55142,0.159,,4631,0.66,315.177
12907,Kepler-158,2,Transit,28.55156868,0.1589,,4621,0.66,315.177
12908,Kepler-158,2,Transit,28.55156868,0.1589,,4621,0.66,315.177
12909,Kepler-158,2,Transit,28.55148736,,,4628,0.73,315.177
12910,Kepler-158,2,Transit,,,,4618,,315.177
12911,Kepler-158,2,Transit,28.55156868,0.1589,,4621,0.66,315.177
12912,Kepler-1580,1,Transit,56.6449279,0.2875,,6102,0.98,1002.02
12913,Kepler-1580,1,Transit,56.644452,,,6130,1.16,1002.02
12914,Kepler-1580,1,Transit,56.6449279,0.2875,,6102,0.98,1002.02
12915,Kepler-1580,1,Transit,56.6449279,0.2875,,6102,0.98,1002.02
12916,Kepler-1580,1,Transit,56.64676651,,,6130,1.16,1002.02
12917,Kepler-1580,1,Transit,56.644452,0.323,,6237,1.4,1002.02
12918,Kepler-1580,1,Transit,,,,6300,,1002.02
12919,Kepler-1580,1,Transit,56.6449279,,,6228,1.47,1002.02
12920,Kepler-1580,1,Transit,56.64942477,,,6130,1.16,1002.02
12921,Kepler-1581,1,Transit,6.28385491,0.0682,,5989,1.07,493.175
12922,Kepler-1581,1,Transit,6.28385491,0.0682,,5989,1.07,493.175
12923,Kepler-1581,1,Transit,6.28377223,,,5995.2,1.1,493.175
12924,Kepler-1581,1,Transit,6.28384079,,,5995.2,1.1,493.175
12925,Kepler-1581,1,Transit,6.28385491,,,6022,1.12,493.175
12926,Kepler-1581,1,Transit,6.28385491,0.0682,,5989,1.07,493.175
12927,Kepler-1581,1,Transit,6.28384079,0.0674,,5888,1.04,493.175
12928,Kepler-1581,1,Transit,,,,5932,,493.175
12929,Kepler-1582,1,Transit,4.83809469,0.0316,,3187,0.18,78.8906
12930,Kepler-1582,1,Transit,4.83809469,,,3148,0.18,78.8906
12931,Kepler-1582,1,Transit,4.83817712,0.0285,,3089,0.13,78.8906
12932,Kepler-1582,1,Transit,4.8381493,,,3148,0.18,78.8906
12933,Kepler-1582,1,Transit,4.83817712,0.0285,,3089,0.13,78.8906
12934,Kepler-1582,1,Transit,4.83817712,,,3208,0.28,78.8906
12935,Kepler-1582,1,Transit,4.83817712,0.0285,,3089,0.13,78.8906
12936,Kepler-1582,1,Transit,,,,3187,,78.8906
12937,Kepler-1583,1,Transit,9.32802207,,,5529.03,0.97,403.933
12938,Kepler-1583,1,Transit,9.32807355,0.0866,,5806,1,403.933
12939,Kepler-1583,1,Transit,9.3281912,,,5529.03,0.97,403.933
12940,Kepler-1583,1,Transit,9.32807355,0.0866,,5806,1,403.933
12941,Kepler-1583,1,Transit,9.3281912,0.085,,5525,0.94,403.933
12942,Kepler-1583,1,Transit,9.32807355,0.0866,,5806,1,403.933
12943,Kepler-1583,1,Transit,,,,5471,,403.933
12944,Kepler-1583,1,Transit,9.32807355,,,5645,0.94,403.933
12945,Kepler-1584,1,Transit,13.39942875,,,6030,1.12,1416.31
12946,Kepler-1584,1,Transit,13.3997099,0.1187,,6418,1.24,1416.31
12947,Kepler-1584,1,Transit,13.3997099,,,6069,1.1,1416.31
12948,Kepler-1584,1,Transit,13.3997099,0.1187,,6418,1.24,1416.31
12949,Kepler-1584,1,Transit,,,,6417,,1416.31
12950,Kepler-1584,1,Transit,13.3997555,0.1168,,6401,1.18,1416.31
12951,Kepler-1584,1,Transit,13.3997099,0.1187,,6418,1.24,1416.31
12952,Kepler-1584,1,Transit,13.3997555,,,6030,1.12,1416.31
12953,Kepler-1585,1,Transit,3.58274625,,,5183,0.88,944.465
12954,Kepler-1585,1,Transit,3.5827463,0.0445,,5448,0.91,944.465
12955,Kepler-1585,1,Transit,3.5827463,0.0445,,5448,0.91,944.465
12956,Kepler-1585,1,Transit,3.58273837,0.0445,,5448,0.91,944.465
12957,Kepler-1585,1,Transit,3.5827463,0.0445,,5448,0.91,944.465
12958,Kepler-1585,1,Transit,,,,5448,,944.465
